,Date,Open,High,Low,Close,Adj Close,Volume,Return,Cumsum
5847,2016-04-19,209.740005,210.199997,208.940002,209.899994,186.875504,88316100,0.0007627967778488226,0.07934983344122809
5848,2016-04-20,209.949997,210.919998,209.389999,210.100006,187.053604,81100300,0.0007144987003739342,0.08006433214160202
5849,2016-04-21,210.119995,210.25,208.649994,208.970001,186.047516,85695000,-0.005473034586736938,0.07459129755486509
5850,2016-04-22,208.550003,209.289993,207.910004,208.970001,186.047516,99251700,0.0020138959192438494,0.07660519347410893
5851,2016-04-25,208.259995,208.660004,207.539993,208.610001,185.727051,66166500,0.0016806204187223167,0.07828581389283125
5852,2016-04-26,209.039993,209.520004,208.360001,208.919998,186.003036,75864200,-0.0005740289132138325,0.07771178497961742
5853,2016-04-27,208.470001,209.809998,208.050003,209.350006,186.38588,77329400,0.004221254836565244,0.08193303981618266
5854,2016-04-28,208.460007,209.759995,206.960007,207.449997,184.694305,97216200,-0.004845102015179315,0.07708793780100334
5855,2016-04-29,206.720001,207.130005,205.029999,206.330002,183.697128,142424100,-0.00188660506053301,0.07520133274047033
5856,2016-05-02,206.919998,208.179993,206.410004,207.970001,185.157227,62188000,0.00507443944591573,0.08027577218638607
5857,2016-05-03,206.520004,206.800003,205.279999,206.160004,183.545792,106422100,-0.0017431725403221163,0.07853259964606395
5858,2016-05-04,204.990005,205.850006,204.419998,205.009995,182.521927,92243800,9.751694966789751e-05,0.07863011659573184
5859,2016-05-05,205.559998,205.979996,204.470001,204.970001,182.486328,67619200,-0.0028701936453609566,0.07575992295037089
5860,2016-05-06,204.059998,205.770004,203.880005,205.720001,183.154037,89315000,0.00813487707669187,0.08389480002706276
5861,2016-05-09,205.570007,206.399994,205.360001,205.889999,183.305389,74374900,0.001556608401535857,0.08545140842859862
5862,2016-05-10,206.720001,208.470001,206.639999,208.449997,185.584579,77472200,0.00836878865920671,0.09382019708780533
5863,2016-05-11,207.910004,208.539993,206.5,206.5,183.848465,81727000,-0.006781799686752864,0.08703839740105246
5864,2016-05-12,207.289993,207.490005,205.369995,206.559998,183.901932,89586300,-0.00352161235298996,0.0835167850480625
5865,2016-05-13,206.210007,206.860001,204.380005,204.759995,182.299347,96474600,-0.007031724701895708,0.07648506034616678
5866,2016-05-16,204.960007,207.339996,204.889999,206.779999,184.097794,77486800,0.008879742085488968,0.08536480243165576
5867,2016-05-17,206.460007,206.800003,204.229996,204.850006,182.379517,114924900,-0.007798125280505211,0.07756667715115055
5868,2016-05-18,204.440002,206.300003,203.630005,204.910004,182.432892,120062100,0.002298972781266133,0.07986564993241668
5869,2016-05-19,204.059998,204.539993,202.779999,204.199997,181.800781,115430500,0.000686067829913381,0.08055171776233007
5870,2016-05-20,204.919998,206.100006,204.860001,205.490005,182.949249,104990400,0.0027816074837166646,0.08333332524604674
5871,2016-05-23,205.509995,205.839996,204.990005,205.210007,182.699966,58682600,-0.001459724623126059,0.08187360062292068
5872,2016-05-24,206.169998,208.240005,206.139999,207.869995,185.068207,93537800,0.00824560807339192,0.0901192086963126
5873,2016-05-25,208.669998,209.770004,207.869995,209.279999,186.323547,76621400,0.0029232808062806,0.0930424895025932
5874,2016-05-26,209.440002,209.710007,208.970001,209.339996,186.376999,55280700,-0.00047749235602079096,0.0925649971465724
5875,2016-05-27,209.529999,210.25,209.470001,210.240005,187.178223,64211200,0.0033885648994824496,0.09595356204605485
5876,2016-05-31,210.559998,210.690002,209.179993,209.839996,186.822113,109879400,-0.0034194624184979037,0.09253409962755695
5877,2016-06-01,209.119995,210.479996,208.889999,210.270004,187.204987,69936200,0.005499278058035586,0.09803337768559253
5878,2016-06-02,209.800003,210.929993,209.240005,210.910004,187.774765,63044700,0.005290757788978595,0.10332413547457113
5879,2016-06-03,210.25,210.690002,208.860001,210.279999,187.213821,101757100,0.00014268252080857865,0.10346681799537971
5880,2016-06-06,210.699997,211.770004,210.509995,211.350006,188.166504,64887000,0.003084997670882793,0.10655181566626251
5881,2016-06-07,211.529999,212.339996,211.5,211.679993,188.460281,60974800,0.0007090909124430735,0.10726090657870559
5882,2016-06-08,211.839996,212.520004,211.690002,212.369995,189.0746,66170900,0.0025018835442197386,0.10976279012292532
5883,2016-06-09,211.509995,212.220001,211.190002,212.080002,188.816437,73786900,0.0026949412012420688,0.11245773132416739
5884,2016-06-10,210.460007,210.860001,209.429993,210.070007,187.026871,113829200,-0.001853083659737721,0.11060464766442968
5885,2016-06-13,209.360001,210.369995,208.350006,208.449997,185.584579,117751200,-0.004346599138581466,0.1062580485258482
5886,2016-06-14,208.0,208.740005,206.919998,208.039993,185.219574,125059300,0.00019227403846158516,0.1064503225643098
5887,2016-06-15,208.039993,209.360001,207.529999,207.75,184.96138,109124500,-0.0013939290990074669,0.10505639346530232
5888,2016-06-16,207.75,208.570007,205.589996,208.369995,185.513367,149533100,0.002984332129963845,0.10804072559526617
5889,2016-06-17,207.169998,207.199997,205.75,206.520004,184.822479,117055700,-0.0031374909797508054,0.10490323461551537
5890,2016-06-20,208.820007,209.610001,207.75,207.850006,186.012787,82789600,-0.004645153565194528,0.10025808105032084
5891,2016-06-21,208.300003,208.919998,207.779999,208.440002,186.540756,72461700,0.0006721027267579486,0.1009301837770788
5892,2016-06-22,208.649994,209.5,207.929993,208.100006,186.236496,95560500,-0.002635935853417685,0.09829424792366111
5893,2016-06-23,209.809998,210.869995,209.270004,210.809998,188.661758,102731400,0.0047662170989582675,0.10306046502261937
5894,2016-06-24,203.630005,210.850006,202.720001,203.240005,181.887085,333444400,-0.0019152383756019392,0.10114522664701743
5895,2016-06-27,201.589996,201.600006,198.649994,199.600006,178.629517,230775800,-0.009871471995068673,0.09127375465194876
5896,2016-06-28,201.479996,203.229996,201.119995,203.199997,181.851273,159382400,0.008536832609426875,0.09981058726137564
5897,2016-06-29,204.839996,206.929993,204.720001,206.660004,184.947754,137328600,0.008885022630053033,0.10869560989142867
5898,2016-06-30,207.210007,209.539993,206.559998,209.479996,187.471481,165021900,0.010955016279691596,0.11965062617112027
5899,2016-07-01,209.479996,210.490005,209.289993,209.919998,187.865265,106055300,0.002100448770296867,0.12175107494141714
5900,2016-07-05,208.949997,209.080002,207.710007,208.410004,186.513931,109803700,-0.00258431685931065,0.11916675808210649
5901,2016-07-06,207.830002,209.800003,207.059998,209.660004,187.632599,96021500,0.008805283079388986,0.12797204116149546
5902,2016-07-07,209.869995,210.649994,208.630005,209.529999,187.51619,85593800,-0.0016200314866352625,0.1263520096748602
5903,2016-07-08,211.050003,212.940002,210.779999,212.649994,190.308426,133971000,0.00758109915781422,0.13393310883267442
5904,2016-07-11,213.190002,214.070007,212.949997,213.399994,190.979645,73633900,0.0009849992871616923,0.13491810811983612
5905,2016-07-12,214.529999,215.300003,213.429993,214.949997,192.36676,101275600,0.001957758830735801,0.1368758669505719
5906,2016-07-13,215.440002,215.449997,214.350006,214.919998,192.339951,87324100,-0.0024136836018039034,0.134462183348768
5907,2016-07-14,216.399994,216.669998,215.660004,216.119995,193.413864,91230900,-0.0012938955996459208,0.13316828774912207
5908,2016-07-15,216.779999,217.009995,215.309998,215.830002,193.154358,107155400,-0.004382309273836634,0.12878597847528545
5909,2016-07-18,215.970001,216.600006,215.669998,216.410004,193.673401,58725900,0.002037333879532603,0.13082331235481806
5910,2016-07-19,215.919998,216.229996,215.630005,216.190002,193.476501,54345700,0.001250481671456852,0.13207379402627492
5911,2016-07-20,216.190002,217.369995,216.190002,217.089996,194.281952,58159500,0.004162976972450469,0.1362367709987254
5912,2016-07-21,216.960007,217.220001,215.75,216.270004,193.548141,67777300,-0.0031803234593368638,0.13305644753938853
5913,2016-07-22,216.410004,217.300003,216.100006,217.240005,194.416229,62787500,0.0038353171510500505,0.13689176469043857
5914,2016-07-25,217.0,217.059998,215.970001,216.649994,193.888184,55873100,-0.0016129308755760718,0.1352788338148625
5915,2016-07-26,216.529999,217.169998,215.759995,216.75,193.977661,70080500,0.001016030115993287,0.1362948639308558
5916,2016-07-27,217.190002,217.270004,215.619995,216.520004,193.771851,84083900,-0.003084847340256448,0.13321001659059936
5917,2016-07-28,216.289993,217.110001,215.75,216.770004,193.99556,65035700,0.002219293612904183,0.13542931020350354
5918,2016-07-29,216.460007,217.539993,216.130005,217.119995,194.308807,79519400,0.0030490066462947056,0.13847831684979825
5919,2016-08-01,217.190002,217.649994,216.410004,216.940002,194.147736,73311400,-0.0011510658764117513,0.1373272509733865
5920,2016-08-02,216.649994,216.830002,214.570007,215.550003,192.903778,92295500,-0.00507727223846583,0.13224997873492067
5921,2016-08-03,215.479996,216.25,215.130005,216.179993,193.467575,53993600,0.0032485474892991746,0.13549852622421985
5922,2016-08-04,216.309998,216.779999,214.25,216.410004,193.673401,46585500,0.00046232721984482275,0.13596085344406467
5923,2016-08-05,216.410004,218.229996,216.410004,218.179993,195.257446,71892200,0.008178868662652073,0.14413972210671674
5924,2016-08-08,218.399994,218.520004,217.740005,218.050003,195.141113,39906500,-0.001602522937798197,0.14253719916891855
5925,2016-08-09,218.130005,218.759995,217.800003,218.179993,195.257446,51251700,0.00022916608836085994,0.1427663652572794
5926,2016-08-10,218.309998,218.399994,217.229996,217.639999,194.774155,57941100,-0.003069025725519078,0.13969733953176033
5927,2016-08-11,218.259995,218.940002,217.949997,218.649994,195.67807,72504300,0.0017868551678469015,0.14148419469960724
5928,2016-08-12,218.289993,218.710007,217.990005,218.460007,195.508041,61313500,0.0007788446811667659,0.142263039380774
5929,2016-08-15,218.889999,219.5,218.880005,219.089996,196.071838,49813500,0.0009136872443405907,0.1431767266251146
5930,2016-08-16,218.600006,218.679993,217.960007,217.960007,195.060547,53213600,-0.002927717211499149,0.14024900941361546
5931,2016-08-17,218.0,218.529999,217.020004,218.369995,195.427475,75134300,0.0016972247706421501,0.1419462341842576
5932,2016-08-18,218.339996,218.899994,218.210007,218.860001,195.865997,52989300,0.0023816296121943574,0.14432786379645196
5933,2016-08-19,218.309998,218.75,217.740005,218.539993,195.579605,75443000,0.001053524813829197,0.14538138861028116
5934,2016-08-22,218.259995,218.800003,217.830002,218.529999,195.570648,61368800,0.0012370750764472442,0.1466184636867284
5935,2016-08-23,219.25,219.600006,218.899994,218.970001,195.964462,53399200,-0.0012770763968073143,0.14534138728992108
5936,2016-08-24,218.800003,218.910004,217.360001,217.850006,194.962112,71728900,-0.004341850945952666,0.14099953634396842
5937,2016-08-25,217.399994,218.190002,217.220001,217.699997,194.82785,69224800,0.0013799586397412863,0.1423794949837097
5938,2016-08-26,217.919998,219.119995,216.25,217.289993,194.460938,122506300,-0.002890992133727823,0.13948850284998188
5939,2016-08-29,217.440002,218.669998,217.399994,218.360001,195.418549,70502200,0.004231047606410611,0.14371955045639248
5940,2016-08-30,218.259995,218.589996,217.350006,218.0,195.096375,58114500,-0.001191216924567434,0.14252833353182504
5941,2016-08-31,217.610001,217.75,216.470001,217.380005,194.541473,85269500,-0.0010569183352928703,0.14147141519653217
5942,2016-09-01,217.369995,217.729996,216.029999,217.389999,194.550415,97844200,9.202742080387008e-05,0.14156344261733603
5943,2016-09-02,218.389999,218.869995,217.699997,218.369995,195.427475,79293900,-9.159760104216189e-05,0.14147184501629387
5944,2016-09-06,218.699997,219.119995,217.860001,219.029999,196.018143,56702100,0.0015089254893771557,0.142980770505671
5945,2016-09-07,218.839996,219.220001,218.300003,219.009995,196.000229,76554900,0.0007768186945131822,0.1437575892001842
5946,2016-09-08,218.619995,218.940002,218.149994,218.509995,195.552795,74102900,-0.0005031561728833871,0.14325443302730081
5947,2016-09-09,216.970001,217.029999,213.25,213.279999,190.872208,221589100,-0.017006968626966972,0.12624746440033385
5948,2016-09-12,212.389999,216.809998,212.309998,216.339996,193.610718,168110900,0.018597848385507196,0.14484531278584106
5949,2016-09-13,214.839996,215.149994,212.5,213.229996,190.827499,182828800,-0.007493949124817586,0.1373513636610235
5950,2016-09-14,213.289993,214.699997,212.5,213.149994,190.755936,134185500,-0.0006563786609530119,0.1366949850000705
5951,2016-09-15,212.960007,215.729996,212.75,215.279999,192.662109,134427900,0.010894026689245993,0.14758901168931648
5952,2016-09-16,213.479996,213.690002,212.570007,213.369995,191.917389,155236400,-0.0005152754452928279,0.14707373624402365
5953,2016-09-19,214.130005,214.880005,213.029999,213.410004,191.953384,80250500,-0.0033624479670657306,0.14371128827695792
5954,2016-09-20,214.410004,214.589996,213.380005,213.419998,191.962341,69665300,-0.004617349850895922,0.139093938426062
5955,2016-09-21,214.240005,216.029999,213.440002,215.820007,194.121048,110284400,0.007374915809958124,0.14646885423602013
5956,2016-09-22,217.0,217.529999,216.710007,217.179993,195.344315,76678700,0.0008294608294930695,0.1472983150655132
5957,2016-09-23,216.720001,216.880005,215.880005,215.990005,194.273956,73630900,-0.003368383151677818,0.14392993191383538
5958,2016-09-26,215.020004,215.229996,214.009995,214.240005,192.699921,89827300,-0.0036275648102025134,0.14030236710363286
5959,2016-09-27,214.050003,215.679993,213.619995,215.570007,193.896149,78494800,0.007101163180081806,0.14740353028371467
5960,2016-09-28,215.830002,216.820007,214.710007,216.639999,194.858582,87411000,0.003752939778965398,0.15115647006268007
5961,2016-09-29,216.399994,216.869995,214.039993,214.679993,193.095627,128070600,-0.007948248834054941,0.14320822122862514
5962,2016-09-30,215.649994,217.119995,215.360001,216.300003,194.552795,117202900,0.0030141851058897383,0.1462224063345149
5963,2016-10-03,215.820007,216.039993,215.039993,215.779999,194.085083,83512100,-0.00018537669679530807,0.14603702963771958
5964,2016-10-04,215.910004,216.169998,213.990005,214.679993,193.095627,119948100,-0.005696868960272866,0.14034016067744673
5965,2016-10-05,215.410004,216.130005,215.330002,215.630005,193.950134,72816000,0.0010213128263069193,0.14136147350375364
5966,2016-10-06,215.369995,216.039993,214.740005,215.779999,194.085083,62927400,0.0019037192251409715,0.1432651927288946
5967,2016-10-07,216.100006,216.300003,214.190002,215.039993,193.419449,89788300,-0.0049051965320167455,0.13835999619687786
5968,2016-10-10,216.160004,216.699997,215.990005,216.160004,194.42688,51855000,0.0,0.13835999619687786
5969,2016-10-11,215.660004,215.740005,212.580002,213.429993,191.971313,130367400,-0.010340401366217125,0.12801959483066072
5970,2016-10-12,213.589996,214.320007,213.009995,213.710007,192.22319,73866100,0.0005618755664941197,0.12858147039715484
5971,2016-10-13,212.160004,213.589996,211.210007,213.009995,191.593552,101357000,0.0040063677600610205,0.13258783815721586
5972,2016-10-14,214.149994,214.690002,213.029999,213.119995,191.69249,93346200,-0.004809708283251241,0.1277781298739646
5973,2016-10-17,213.089996,213.389999,212.169998,212.380005,191.026917,58275700,-0.003331883304366866,0.12444624656959774
5974,2016-10-18,214.240005,214.309998,213.270004,213.710007,192.22319,76869700,-0.0024738516973055813,0.12197239487229215
5975,2016-10-19,214.020004,214.639999,213.600006,214.279999,192.735855,66519200,0.0012148163495969448,0.1231872112218891
5976,2016-10-20,213.869995,214.529999,213.110001,213.880005,192.376083,73639800,4.680413444636075e-05,0.12323401535633545
5977,2016-10-21,213.880005,214.080002,212.759995,213.979996,192.466064,89089100,0.0004675098076605553,0.123701525163996
5978,2016-10-24,215.0,215.320007,214.479996,214.889999,193.284515,60146600,-0.0005116325581395866,0.12318989260585642
5979,2016-10-25,214.679993,214.979996,213.979996,214.169998,192.636978,66542300,-0.0023756056299107644,0.12081428697594565
5980,2016-10-26,213.210007,214.419998,212.929993,213.740005,192.250168,75705500,0.002485802648090557,0.12330008962403621
5981,2016-10-27,214.580002,214.619995,213.080002,213.169998,191.737473,77220200,-0.006570994439640349,0.11672909518439586
5982,2016-10-28,213.139999,213.929993,211.710007,212.539993,191.170837,140623200,-0.0028150793038146686,0.1139140158805812
5983,2016-10-31,212.929993,213.190002,212.360001,212.550003,191.179779,61272500,-0.0017845771497301101,0.11212943873085109
5984,2016-11-01,212.929993,212.990005,209.600006,211.009995,189.794662,122781800,-0.009017038759776752,0.10311239997107434
5985,2016-11-02,210.649994,211.100006,209.229996,209.740005,188.652344,103330800,-0.004319909926035868,0.09879249004503847
5986,2016-11-03,209.990005,210.240005,208.460007,208.779999,187.788849,88939300,-0.005762207586975356,0.09303028245806311
5987,2016-11-04,208.910004,209.889999,208.380005,208.550003,187.582001,109122100,-0.0017232348528411435,0.09130704760522196
5988,2016-11-07,208.550003,213.190002,208.550003,213.149994,191.719513,109794900,0.02205701718450701,0.11336406478972896
5989,2016-11-08,212.690002,214.770004,212.380005,214.110001,192.582962,106772100,0.006676378704439612,0.12004044349416858
5990,2016-11-09,212.369995,217.100006,212.339996,216.380005,194.624741,258429000,0.018882187194099724,0.1389226306882683
5991,2016-11-10,217.300003,218.309998,215.220001,216.919998,195.110428,172113300,-0.001748757453997878,0.1371738732342704
5992,2016-11-11,216.080002,216.699997,215.320007,216.419998,194.660736,100552700,0.0015734727732924822,0.1387473460075629
5993,2016-11-14,217.029999,217.270004,215.720001,216.589996,194.813614,94580000,-0.00202738332040443,0.13671996268715847
5994,2016-11-15,217.039993,218.279999,216.800003,218.279999,196.333679,91652600,0.005713260412794032,0.1424332230999525
5995,2016-11-16,217.559998,218.139999,217.419998,217.869995,195.96492,65617700,0.0014248805058362862,0.14385810360578877
5996,2016-11-17,218.050003,219.059998,217.919998,218.990005,196.972305,69797200,0.004310946971186204,0.14816905057697496
5997,2016-11-18,219.070007,219.270004,218.289993,218.5,196.531586,86265800,-0.0026019399360315168,0.14556711064094344
5998,2016-11-21,219.169998,220.179993,219.0,220.149994,198.015701,72402600,0.0044713966735538315,0.15003850731449728
5999,2016-11-22,220.509995,220.789993,219.729996,220.580002,198.402435,67429000,0.000317477672610731,0.150355984987108
6000,2016-11-23,219.979996,220.759995,219.75,220.699997,198.510391,56620200,0.0032730294258210475,0.15362901441292906
6001,2016-11-25,221.100006,221.559998,221.009995,221.520004,199.24794,37872300,0.0018995838471392557,0.15552859826006832
6002,2016-11-28,221.160004,221.479996,220.360001,220.479996,198.312546,76572500,-0.003074733169203536,0.15245386509086478
6003,2016-11-29,220.520004,221.440002,220.169998,220.910004,198.699265,69886700,0.0017685470384808553,0.15422241212934565
6004,2016-11-30,221.630005,221.820007,220.309998,220.380005,198.222549,113291800,-0.005640030554527127,0.1485823815748185
6005,2016-12-01,220.729996,220.729996,219.149994,219.570007,197.494034,79040500,-0.005255239528024981,0.14332714204679353
6006,2016-12-02,219.669998,220.25,219.259995,219.679993,197.59288,74840300,4.550006869851899e-05,0.14337264211549205
6007,2016-12-05,220.649994,221.399994,220.419998,221.0,198.780228,67837800,0.0015862497598799282,0.14495889187537198
6008,2016-12-06,221.220001,221.740005,220.660004,221.699997,199.409851,59877400,0.0021697676423028307,0.14712865951767481
6009,2016-12-07,221.520004,224.669998,221.380005,224.600006,202.01828,110738100,0.013903945216613518,0.16103260473428832
6010,2016-12-08,224.570007,225.699997,224.259995,225.149994,202.512985,99714400,0.0025826556615816845,0.16361526039587002
6011,2016-12-09,225.410004,226.529999,225.369995,226.509995,203.736237,88005800,0.004879956437071077,0.16849521683294108
6012,2016-12-12,226.399994,226.960007,225.759995,226.25,203.502365,102016100,-0.0006625176854023787,0.1678326991475387
6013,2016-12-13,227.020004,228.339996,227.0,227.759995,204.860535,110477500,0.0032595850011526008,0.1710922841486913
6014,2016-12-14,227.410004,228.229996,225.369995,225.880005,203.169601,142501800,-0.006727931810774584,0.1643643523379167
6015,2016-12-15,226.160004,227.809998,225.889999,226.809998,204.006073,124972600,0.0028740448731156766,0.1672383972110324
6016,2016-12-16,226.009995,226.080002,224.669998,225.039993,203.607101,156420200,-0.004291854437676501,0.1629465427733559
6017,2016-12-19,225.25,226.020004,225.080002,225.529999,204.05043,90341100,0.001243058823529428,0.16418960159688534
6018,2016-12-20,226.149994,226.570007,225.880005,226.399994,204.837555,89838800,0.00110546100655656,0.1652950626034419
6019,2016-12-21,226.25,226.449997,225.770004,225.770004,204.267548,67909000,-0.0021215292817679554,0.16317353332167395
6020,2016-12-22,225.600006,225.740005,224.919998,225.380005,203.914749,56219100,-0.0009751817116529524,0.162198351610021
6021,2016-12-23,225.429993,225.720001,225.210007,225.710007,204.213287,36697800,0.0012421328514169551,0.16344048446143794
6022,2016-12-27,226.020004,226.729996,226.0,226.270004,204.719971,42672500,0.0011060967860172235,0.16454658124745516
6023,2016-12-28,226.570007,226.589996,224.270004,224.399994,203.028091,64095000,-0.009577671063937476,0.1549689101835177
6024,2016-12-29,224.479996,224.889999,223.839996,224.350006,202.982803,48696100,-0.0005790716425350983,0.1543898385409826
6025,2016-12-30,224.729996,224.830002,222.729996,223.529999,202.240921,108998300,-0.005339727768250377,0.14905011077273222
6026,2017-01-03,225.039993,225.830002,223.880005,225.240005,203.788025,91366500,0.0008887842437854446,0.14993889501651766
6027,2017-01-04,225.619995,226.75,225.610001,226.580002,205.000427,78744400,0.004254973057684975,0.15419386807420263
6028,2017-01-05,226.270004,226.580002,225.479996,226.399994,204.837555,78379000,0.0005744906426041,0.15476835871680672
6029,2017-01-06,226.529999,227.75,225.899994,227.210007,205.570435,71559900,0.0030018452434636997,0.15777020396027042
6030,2017-01-09,226.910004,227.070007,226.419998,226.460007,204.891876,46939700,-0.001983151875489792,0.15578705208478064
6031,2017-01-10,226.479996,227.449997,226.009995,226.460007,204.891876,63771900,-8.825945051681112e-05,0.15569879263426384
6032,2017-01-11,226.360001,227.100006,225.589996,227.100006,205.470901,74650000,0.0032691508956125,0.15896794352987634
6033,2017-01-12,226.5,226.75,224.960007,226.529999,204.95517,72113200,0.00013244591611480646,0.15910038944599114
6034,2017-01-13,226.729996,227.399994,226.690002,227.050003,205.425674,62717900,0.0014114012510281345,0.16051179069701926
6035,2017-01-17,226.309998,226.779999,225.800003,226.25,204.701813,61240800,-0.00026511422619520026,0.16024667647082405
6036,2017-01-18,226.539993,226.800003,225.899994,226.75,205.154221,54793300,0.0009270195395476607,0.1611736960103717
6037,2017-01-19,226.839996,227.0,225.410004,225.910004,204.394241,66608800,-0.004099770835827501,0.15707392517454422
6038,2017-01-20,226.699997,227.309998,225.970001,226.740005,205.145203,129168600,0.00017647993175756534,0.15725040510630178
6039,2017-01-23,226.740005,226.809998,225.270004,226.149994,204.611389,75061600,-0.0026021477771423886,0.1546482573291594
6040,2017-01-24,226.399994,228.080002,226.270004,227.600006,205.923309,95555300,0.005300406500894232,0.15994866383005363
6041,2017-01-25,228.699997,229.570007,228.509995,229.570007,207.705673,84437700,0.003804153963325184,0.1637528177933788
6042,2017-01-26,229.399994,229.710007,229.009995,229.330002,207.488525,59970700,-0.00030510898792780684,0.163447708805451
6043,2017-01-27,229.419998,229.589996,228.759995,228.970001,207.162796,59711100,-0.0019614549905104446,0.16148625381494056
6044,2017-01-30,228.169998,228.199997,226.410004,227.550003,205.878052,79737300,-0.002717250319649776,0.15876900349529077
6045,2017-01-31,226.979996,227.600006,226.320007,227.529999,205.859894,75880800,0.0024231342395477167,0.16119213773483848
6046,2017-02-01,227.529999,228.589996,226.940002,227.619995,205.94136,79117700,0.00039553465650911856,0.1615876723913476
6047,2017-02-02,227.619995,228.100006,226.820007,227.770004,206.077087,69657600,0.000659032612666613,0.16224670500401422
6048,2017-02-03,228.820007,229.550003,228.460007,229.339996,207.497559,80563200,0.002272480482880195,0.16451918548689443
6049,2017-02-06,228.869995,229.330002,228.539993,228.929993,207.126617,57790100,0.00026214882383340517,0.16478133431072783
6050,2017-02-07,229.380005,229.660004,228.720001,228.940002,207.135666,57931200,-0.0019182273537748792,0.16286310695695294
6051,2017-02-08,228.940002,229.389999,228.309998,229.240005,207.407059,51566200,0.001310400093383435,0.16417350705033637
6052,2017-02-09,229.240005,230.949997,229.240005,230.600006,208.637558,65955200,0.005932651240345293,0.17010615829068165
6053,2017-02-10,231.0,231.770004,230.619995,231.509995,209.460861,66015900,0.002207770562770578,0.17231392885345223
6054,2017-02-13,232.080002,233.070007,232.050003,232.770004,210.600906,55182100,0.002973121311848285,0.17528705016530052
